id,round_id,participant_name,participant_gender,participant_age,size,filling_height,object_shape,cup_shape,object_num,human_pouring_angle,gt_pouring_angle
1783,3,Participant_34,Female,18,m,full,circle,erlenmeyer,13,4.0,77.76504
1784,3,Participant_34,Female,18,s,full,circle,erlenmeyer,100,20.0,68.34585
1785,3,Participant_34,Female,18,l,half,circle,erlenmeyer,2,81.0,99.71707
1786,3,Participant_34,Female,18,m,half,circle,erlenmeyer,8,55.0,90.62338
1787,3,Participant_34,Female,18,s,half,circle,erlenmeyer,50,50.0,90.018814
1788,3,Participant_34,Female,18,l,full,trapezoid,erlenmeyer,4,5.0,93.50536
1789,3,Participant_34,Female,18,m,full,trapezoid,erlenmeyer,11,31.0,75.612144
1790,3,Participant_34,Female,18,s,full,trapezoid,erlenmeyer,90,41.0,61.0418
1791,3,Participant_34,Female,18,l,half,trapezoid,erlenmeyer,2,101.0,114.135475
1792,3,Participant_34,Female,18,m,half,trapezoid,erlenmeyer,7,101.0,92.33192
1793,3,Participant_34,Female,18,s,half,trapezoid,erlenmeyer,50,77.0,82.66944
1794,3,Participant_34,Female,18,l,full,triangle,erlenmeyer,4,97.0,98.807915
1795,3,Participant_34,Female,18,m,full,triangle,erlenmeyer,18,101.0,88.88692
1796,3,Participant_34,Female,18,s,full,triangle,erlenmeyer,135,101.0,67.62348
1797,3,Participant_34,Female,18,l,half,triangle,erlenmeyer,2,30.0,99.06522
1798,3,Participant_34,Female,18,m,half,triangle,erlenmeyer,11,59.0,73.88716
1799,3,Participant_34,Female,18,s,half,triangle,erlenmeyer,80,10.0,82.86476
1800,3,Participant_34,Female,18,l,full,circle,ierlenmeyer,3,10.0,31.822084
1801,3,Participant_34,Female,18,m,full,circle,ierlenmeyer,13,81.0,53.005753
1802,3,Participant_34,Female,18,s,full,circle,ierlenmeyer,104,10.0,40.126896
1803,3,Participant_34,Female,18,l,half,circle,ierlenmeyer,2,30.0,83.266045
1804,3,Participant_34,Female,18,m,half,circle,ierlenmeyer,8,51.0,77.72165
1805,3,Participant_34,Female,18,s,half,circle,ierlenmeyer,50,8.0,67.11901
1806,3,Participant_34,Female,18,l,full,trapezoid,ierlenmeyer,3,1.0,82.33123
1807,3,Participant_34,Female,18,m,full,trapezoid,ierlenmeyer,11,13.0,75.07541
1808,3,Participant_34,Female,18,s,full,trapezoid,ierlenmeyer,98,11.0,53.005184
1809,3,Participant_34,Female,18,l,half,trapezoid,ierlenmeyer,2,81.0,83.43013
1810,3,Participant_34,Female,18,m,half,trapezoid,ierlenmeyer,6,81.0,82.79455
1811,3,Participant_34,Female,18,s,half,trapezoid,ierlenmeyer,50,60.0,67.87593
1812,3,Participant_34,Female,18,l,full,triangle,ierlenmeyer,4,20.0,48.269012
1813,3,Participant_34,Female,18,m,full,triangle,ierlenmeyer,18,21.0,23.431128
1814,3,Participant_34,Female,18,s,full,triangle,ierlenmeyer,135,55.0,53.18724
1815,3,Participant_34,Female,18,l,half,triangle,ierlenmeyer,2,60.0,82.79288
1816,3,Participant_34,Female,18,m,half,triangle,ierlenmeyer,11,81.0,73.38472
1817,3,Participant_34,Female,18,s,half,triangle,ierlenmeyer,80,31.0,68.55874
1818,3,Participant_34,Female,18,l,full,circle,regular,3,1.0,18.73478
1819,3,Participant_34,Female,18,m,full,circle,regular,13,9.0,60.119522
1820,3,Participant_34,Female,18,s,full,circle,regular,105,11.0,43.991993
1821,3,Participant_34,Female,18,l,half,circle,regular,2,41.0,91.401146
1822,3,Participant_34,Female,18,m,half,circle,regular,8,80.0,79.96939
1823,3,Participant_34,Female,18,s,half,circle,regular,50,60.0,81.4486
1824,3,Participant_34,Female,18,l,full,trapezoid,regular,3,20.0,86.55673
1825,3,Participant_34,Female,18,m,full,trapezoid,regular,11,25.0,61.325226
1826,3,Participant_34,Female,18,s,full,trapezoid,regular,96,11.0,39.843815
1827,3,Participant_34,Female,18,l,half,trapezoid,regular,2,90.0,91.52991
1828,3,Participant_34,Female,18,m,half,trapezoid,regular,7,73.0,78.694496
1829,3,Participant_34,Female,18,s,half,trapezoid,regular,50,31.0,79.817055
1830,3,Participant_34,Female,18,l,full,triangle,regular,4,1.0,30.792068
1831,3,Participant_34,Female,18,m,full,triangle,regular,18,10.0,59.80021
1832,3,Participant_34,Female,18,s,full,triangle,regular,140,21.0,31.709301
1833,3,Participant_34,Female,18,l,half,triangle,regular,2,91.0,90.896545
1834,3,Participant_34,Female,18,m,half,triangle,regular,11,71.0,86.62805
1835,3,Participant_34,Female,18,s,half,triangle,regular,80,82.0,69.03054
1836,3,Participant_35,Female,18,l,full,circle,erlenmeyer,3,77.0,98.696655
1837,3,Participant_35,Female,18,m,full,circle,erlenmeyer,13,58.0,77.76504
1838,3,Participant_35,Female,18,s,full,circle,erlenmeyer,100,54.0,68.34585
1839,3,Participant_35,Female,18,l,half,circle,erlenmeyer,2,94.0,99.71707
1840,3,Participant_35,Female,18,m,half,circle,erlenmeyer,8,96.0,90.62338
1841,3,Participant_35,Female,18,s,half,circle,erlenmeyer,50,92.0,90.018814
1842,3,Participant_35,Female,18,l,full,trapezoid,erlenmeyer,4,111.0,93.50536
1843,3,Participant_35,Female,18,m,full,trapezoid,erlenmeyer,11,97.0,75.612144
1844,3,Participant_35,Female,18,s,full,trapezoid,erlenmeyer,90,54.0,61.0418
1845,3,Participant_35,Female,18,l,half,trapezoid,erlenmeyer,2,98.0,114.135475
1846,3,Participant_35,Female,18,m,half,trapezoid,erlenmeyer,7,98.0,92.33192
1847,3,Participant_35,Female,18,s,half,trapezoid,erlenmeyer,50,96.0,82.66944
1848,3,Participant_35,Female,18,l,full,triangle,erlenmeyer,4,111.0,98.807915
1849,3,Participant_35,Female,18,m,full,triangle,erlenmeyer,18,100.0,88.88692
1850,3,Participant_35,Female,18,s,full,triangle,erlenmeyer,135,113.0,67.62348
1851,3,Participant_35,Female,18,l,half,triangle,erlenmeyer,2,68.0,99.06522
1852,3,Participant_35,Female,18,m,half,triangle,erlenmeyer,11,112.0,73.88716
1853,3,Participant_35,Female,18,s,half,triangle,erlenmeyer,80,112.0,82.86476
1854,3,Participant_35,Female,18,l,full,circle,ierlenmeyer,3,81.0,31.822084
1855,3,Participant_35,Female,18,m,full,circle,ierlenmeyer,13,76.0,53.005753
1856,3,Participant_35,Female,18,s,full,circle,ierlenmeyer,104,85.0,40.126896
1857,3,Participant_35,Female,18,l,half,circle,ierlenmeyer,2,81.0,83.266045
1858,3,Participant_35,Female,18,m,half,circle,ierlenmeyer,8,61.0,77.72165
1859,3,Participant_35,Female,18,s,half,circle,ierlenmeyer,50,48.0,67.11901
1860,3,Participant_35,Female,18,l,full,trapezoid,ierlenmeyer,3,41.0,82.33123
1861,3,Participant_35,Female,18,m,full,trapezoid,ierlenmeyer,11,83.0,75.07541
1862,3,Participant_35,Female,18,s,full,trapezoid,ierlenmeyer,98,20.0,53.005184
1863,3,Participant_35,Female,18,l,half,trapezoid,ierlenmeyer,2,85.0,83.43013
1864,3,Participant_35,Female,18,m,half,trapezoid,ierlenmeyer,6,77.0,82.79455
1865,3,Participant_35,Female,18,s,half,trapezoid,ierlenmeyer,50,75.0,67.87593
1866,3,Participant_35,Female,18,l,full,triangle,ierlenmeyer,4,75.0,48.269012
1867,3,Participant_35,Female,18,m,full,triangle,ierlenmeyer,18,83.0,23.431128
1868,3,Participant_35,Female,18,s,full,triangle,ierlenmeyer,135,80.0,53.18724
1869,3,Participant_35,Female,18,l,half,triangle,ierlenmeyer,2,84.0,82.79288
1870,3,Participant_35,Female,18,m,half,triangle,ierlenmeyer,11,84.0,73.38472
1871,3,Participant_35,Female,18,s,half,triangle,ierlenmeyer,80,76.0,68.55874
1872,3,Participant_35,Female,18,l,full,circle,regular,3,15.0,18.73478
1873,3,Participant_35,Female,18,m,full,circle,regular,13,77.0,60.119522
1874,3,Participant_35,Female,18,s,full,circle,regular,105,80.0,43.991993
1875,3,Participant_35,Female,18,l,half,circle,regular,2,90.0,91.401146
1876,3,Participant_35,Female,18,m,half,circle,regular,8,93.0,79.96939
1877,3,Participant_35,Female,18,s,half,circle,regular,50,92.0,81.4486
1878,3,Participant_35,Female,18,l,full,trapezoid,regular,3,94.0,86.55673
1879,3,Participant_35,Female,18,m,full,trapezoid,regular,11,92.0,61.325226
1880,3,Participant_35,Female,18,s,full,trapezoid,regular,96,77.0,39.843815
1881,3,Participant_35,Female,18,l,half,trapezoid,regular,2,92.0,91.52991
1882,3,Participant_35,Female,18,m,half,trapezoid,regular,7,91.0,78.694496
1883,3,Participant_35,Female,18,s,half,trapezoid,regular,50,91.0,79.817055
1884,3,Participant_35,Female,18,l,full,triangle,regular,4,55.0,30.792068
1885,3,Participant_35,Female,18,m,full,triangle,regular,18,84.0,59.80021
1886,3,Participant_35,Female,18,s,full,triangle,regular,140,91.0,31.709301
1887,3,Participant_35,Female,18,l,half,triangle,regular,2,93.0,90.896545
1888,3,Participant_35,Female,18,m,half,triangle,regular,11,95.0,86.62805
1889,3,Participant_35,Female,18,s,half,triangle,regular,80,91.0,69.03054
1890,3,Participant_36,Female,21,l,full,circle,erlenmeyer,3,11.0,98.696655
1891,3,Participant_36,Female,21,m,full,circle,erlenmeyer,13,19.0,77.76504
1892,3,Participant_36,Female,21,s,full,circle,erlenmeyer,100,12.0,68.34585
1893,3,Participant_36,Female,21,l,half,circle,erlenmeyer,2,40.0,99.71707
1894,3,Participant_36,Female,21,m,half,circle,erlenmeyer,8,31.0,90.62338
1895,3,Participant_36,Female,21,s,half,circle,erlenmeyer,50,21.0,90.018814
1896,3,Participant_36,Female,21,l,full,trapezoid,erlenmeyer,4,17.0,93.50536
1897,3,Participant_36,Female,21,m,full,trapezoid,erlenmeyer,11,18.0,75.612144
1898,3,Participant_36,Female,21,s,full,trapezoid,erlenmeyer,90,29.0,61.0418
1899,3,Participant_36,Female,21,l,half,trapezoid,erlenmeyer,2,37.0,114.135475
1900,3,Participant_36,Female,21,m,half,trapezoid,erlenmeyer,7,41.0,92.33192
1901,3,Participant_36,Female,21,s,half,trapezoid,erlenmeyer,50,40.0,82.66944
1902,3,Participant_36,Female,21,l,full,triangle,erlenmeyer,4,45.0,98.807915
1903,3,Participant_36,Female,21,m,full,triangle,erlenmeyer,18,38.0,88.88692
1904,3,Participant_36,Female,21,s,full,triangle,erlenmeyer,135,28.0,67.62348
1905,3,Participant_36,Female,21,l,half,triangle,erlenmeyer,2,29.0,99.06522
1906,3,Participant_36,Female,21,m,half,triangle,erlenmeyer,11,21.0,73.88716
1907,3,Participant_36,Female,21,s,half,triangle,erlenmeyer,80,25.0,82.86476
1908,3,Participant_36,Female,21,l,full,circle,ierlenmeyer,3,29.0,31.822084
1909,3,Participant_36,Female,21,m,full,circle,ierlenmeyer,13,44.0,53.005753
1910,3,Participant_36,Female,21,s,full,circle,ierlenmeyer,104,19.0,40.126896
1911,3,Participant_36,Female,21,l,half,circle,ierlenmeyer,2,46.0,83.266045
1912,3,Participant_36,Female,21,m,half,circle,ierlenmeyer,8,46.0,77.72165
1913,3,Participant_36,Female,21,s,half,circle,ierlenmeyer,50,20.0,67.11901
1914,3,Participant_36,Female,21,l,full,trapezoid,ierlenmeyer,3,7.0,82.33123
1915,3,Participant_36,Female,21,m,full,trapezoid,ierlenmeyer,11,36.0,75.07541
1916,3,Participant_36,Female,21,s,full,trapezoid,ierlenmeyer,98,9.0,53.005184
1917,3,Participant_36,Female,21,l,half,trapezoid,ierlenmeyer,2,33.0,83.43013
1918,3,Participant_36,Female,21,m,half,trapezoid,ierlenmeyer,6,44.0,82.79455
1919,3,Participant_36,Female,21,s,half,trapezoid,ierlenmeyer,50,45.0,67.87593
1920,3,Participant_36,Female,21,l,full,triangle,ierlenmeyer,4,19.0,48.269012
1921,3,Participant_36,Female,21,m,full,triangle,ierlenmeyer,18,47.0,23.431128
1922,3,Participant_36,Female,21,s,full,triangle,ierlenmeyer,135,45.0,53.18724
1923,3,Participant_36,Female,21,l,half,triangle,ierlenmeyer,2,31.0,82.79288
1924,3,Participant_36,Female,21,m,half,triangle,ierlenmeyer,11,38.0,73.38472
1925,3,Participant_36,Female,21,s,half,triangle,ierlenmeyer,80,20.0,68.55874
1926,3,Participant_36,Female,21,l,full,circle,regular,3,9.0,18.73478
1927,3,Participant_36,Female,21,m,full,circle,regular,13,30.0,60.119522
1928,3,Participant_36,Female,21,s,full,circle,regular,105,20.0,43.991993
1929,3,Participant_36,Female,21,l,half,circle,regular,2,63.0,91.401146
1930,3,Participant_36,Female,21,m,half,circle,regular,8,42.0,79.96939
1931,3,Participant_36,Female,21,s,half,circle,regular,50,59.0,81.4486
1932,3,Participant_36,Female,21,l,full,trapezoid,regular,3,21.0,86.55673
1933,3,Participant_36,Female,21,m,full,trapezoid,regular,11,34.0,61.325226
1934,3,Participant_36,Female,21,s,full,trapezoid,regular,96,27.0,39.843815
1935,3,Participant_36,Female,21,l,half,trapezoid,regular,2,47.0,91.52991
1936,3,Participant_36,Female,21,m,half,trapezoid,regular,7,44.0,78.694496
1937,3,Participant_36,Female,21,s,half,trapezoid,regular,50,36.0,79.817055
1938,3,Participant_36,Female,21,l,full,triangle,regular,4,7.0,30.792068
1939,3,Participant_36,Female,21,m,full,triangle,regular,18,34.0,59.80021
1940,3,Participant_36,Female,21,s,full,triangle,regular,140,12.0,31.709301
1941,3,Participant_36,Female,21,l,half,triangle,regular,2,58.0,90.896545
1942,3,Participant_36,Female,21,m,half,triangle,regular,11,36.0,86.62805
1943,3,Participant_36,Female,21,s,half,triangle,regular,80,34.0,69.03054
1944,3,Participant_37,Female,23,l,full,circle,erlenmeyer,3,110.0,98.696655
1945,3,Participant_37,Female,23,m,full,circle,erlenmeyer,13,120.0,77.76504
1946,3,Participant_37,Female,23,s,full,circle,erlenmeyer,100,130.0,68.34585
1947,3,Participant_37,Female,23,l,half,circle,erlenmeyer,2,120.0,99.71707
1948,3,Participant_37,Female,23,m,half,circle,erlenmeyer,8,120.0,90.62338
1949,3,Participant_37,Female,23,s,half,circle,erlenmeyer,50,130.0,90.018814
1950,3,Participant_37,Female,23,l,full,trapezoid,erlenmeyer,4,130.0,93.50536
1951,3,Participant_37,Female,23,m,full,trapezoid,erlenmeyer,11,120.0,75.612144
1952,3,Participant_37,Female,23,s,full,trapezoid,erlenmeyer,90,120.0,61.0418
1953,3,Participant_37,Female,23,l,half,trapezoid,erlenmeyer,2,130.0,114.135475
1954,3,Participant_37,Female,23,m,half,trapezoid,erlenmeyer,7,130.0,92.33192
1955,3,Participant_37,Female,23,s,half,trapezoid,erlenmeyer,50,130.0,82.66944
1956,3,Participant_37,Female,23,l,full,triangle,erlenmeyer,4,130.0,98.807915
1957,3,Participant_37,Female,23,m,full,triangle,erlenmeyer,18,130.0,88.88692
1958,3,Participant_37,Female,23,s,full,triangle,erlenmeyer,135,130.0,67.62348
1959,3,Participant_37,Female,23,l,half,triangle,erlenmeyer,2,130.0,99.06522
1960,3,Participant_37,Female,23,m,half,triangle,erlenmeyer,11,130.0,73.88716
1961,3,Participant_37,Female,23,s,half,triangle,erlenmeyer,80,100.0,82.86476
1962,3,Participant_37,Female,23,l,full,circle,ierlenmeyer,3,120.0,31.822084
1963,3,Participant_37,Female,23,m,full,circle,ierlenmeyer,13,100.0,53.005753
1964,3,Participant_37,Female,23,s,full,circle,ierlenmeyer,104,120.0,40.126896
1965,3,Participant_37,Female,23,l,half,circle,ierlenmeyer,2,120.0,83.266045
1966,3,Participant_37,Female,23,m,half,circle,ierlenmeyer,8,120.0,77.72165
1967,3,Participant_37,Female,23,s,half,circle,ierlenmeyer,50,120.0,67.11901
1968,3,Participant_37,Female,23,l,full,trapezoid,ierlenmeyer,3,100.0,82.33123
1969,3,Participant_37,Female,23,m,full,trapezoid,ierlenmeyer,11,120.0,75.07541
1970,3,Participant_37,Female,23,s,full,trapezoid,ierlenmeyer,98,130.0,53.005184
1971,3,Participant_37,Female,23,l,half,trapezoid,ierlenmeyer,2,130.0,83.43013
1972,3,Participant_37,Female,23,m,half,trapezoid,ierlenmeyer,6,120.0,82.79455
1973,3,Participant_37,Female,23,s,half,trapezoid,ierlenmeyer,50,130.0,67.87593
1974,3,Participant_37,Female,23,l,full,triangle,ierlenmeyer,4,120.0,48.269012
1975,3,Participant_37,Female,23,m,full,triangle,ierlenmeyer,18,130.0,23.431128
1976,3,Participant_37,Female,23,s,full,triangle,ierlenmeyer,135,130.0,53.18724
1977,3,Participant_37,Female,23,l,half,triangle,ierlenmeyer,2,130.0,82.79288
1978,3,Participant_37,Female,23,m,half,triangle,ierlenmeyer,11,110.0,73.38472
1979,3,Participant_37,Female,23,s,half,triangle,ierlenmeyer,80,120.0,68.55874
1980,3,Participant_37,Female,23,l,full,circle,regular,3,110.0,18.73478
1981,3,Participant_37,Female,23,m,full,circle,regular,13,120.0,60.119522
1982,3,Participant_37,Female,23,s,full,circle,regular,105,120.0,43.991993
1983,3,Participant_37,Female,23,l,half,circle,regular,2,120.0,91.401146
1984,3,Participant_37,Female,23,m,half,circle,regular,8,110.0,79.96939
1985,3,Participant_37,Female,23,s,half,circle,regular,50,130.0,81.4486
1986,3,Participant_37,Female,23,l,full,trapezoid,regular,3,130.0,86.55673
1987,3,Participant_37,Female,23,m,full,trapezoid,regular,11,130.0,61.325226
1988,3,Participant_37,Female,23,s,full,trapezoid,regular,96,130.0,39.843815
1989,3,Participant_37,Female,23,l,half,trapezoid,regular,2,130.0,91.52991
1990,3,Participant_37,Female,23,m,half,trapezoid,regular,7,120.0,78.694496
1991,3,Participant_37,Female,23,s,half,trapezoid,regular,50,110.0,79.817055
1992,3,Participant_37,Female,23,l,full,triangle,regular,4,130.0,30.792068
1993,3,Participant_37,Female,23,m,full,triangle,regular,18,130.0,59.80021
1994,3,Participant_37,Female,23,s,full,triangle,regular,140,130.0,31.709301
1995,3,Participant_37,Female,23,l,half,triangle,regular,2,110.0,90.896545
1996,3,Participant_37,Female,23,m,half,triangle,regular,11,130.0,86.62805
1997,3,Participant_37,Female,23,s,half,triangle,regular,80,130.0,69.03054
1998,3,Participant_38,Male,22,l,full,circle,erlenmeyer,3,80.0,98.696655
1999,3,Participant_38,Male,22,m,full,circle,erlenmeyer,13,65.0,77.76504
2000,3,Participant_38,Male,22,s,full,circle,erlenmeyer,100,59.0,68.34585
2001,3,Participant_38,Male,22,l,half,circle,erlenmeyer,2,100.0,99.71707
2002,3,Participant_38,Male,22,m,half,circle,erlenmeyer,8,95.0,90.62338
2003,3,Participant_38,Male,22,s,half,circle,erlenmeyer,50,93.0,90.018814
2004,3,Participant_38,Male,22,l,full,trapezoid,erlenmeyer,4,88.0,93.50536
2005,3,Participant_38,Male,22,m,full,trapezoid,erlenmeyer,11,83.0,75.612144
2006,3,Participant_38,Male,22,s,full,trapezoid,erlenmeyer,90,75.0,61.0418
2007,3,Participant_38,Male,22,l,half,trapezoid,erlenmeyer,2,96.0,114.135475
2008,3,Participant_38,Male,22,m,half,trapezoid,erlenmeyer,7,96.0,92.33192
2009,3,Participant_38,Male,22,s,half,trapezoid,erlenmeyer,50,93.0,82.66944
2010,3,Participant_38,Male,22,l,full,triangle,erlenmeyer,4,94.0,98.807915
2011,3,Participant_38,Male,22,m,full,triangle,erlenmeyer,18,93.0,88.88692
2012,3,Participant_38,Male,22,s,full,triangle,erlenmeyer,135,99.0,67.62348
2013,3,Participant_38,Male,22,l,half,triangle,erlenmeyer,2,80.0,99.06522
2014,3,Participant_38,Male,22,m,half,triangle,erlenmeyer,11,76.0,73.88716
2015,3,Participant_38,Male,22,s,half,triangle,erlenmeyer,80,100.0,82.86476
2016,3,Participant_38,Male,22,l,full,circle,ierlenmeyer,3,46.0,31.822084
2017,3,Participant_38,Male,22,m,full,circle,ierlenmeyer,13,78.0,53.005753
2018,3,Participant_38,Male,22,s,full,circle,ierlenmeyer,104,81.0,40.126896
2019,3,Participant_38,Male,22,l,half,circle,ierlenmeyer,2,82.0,83.266045
2020,3,Participant_38,Male,22,m,half,circle,ierlenmeyer,8,74.0,77.72165
2021,3,Participant_38,Male,22,s,half,circle,ierlenmeyer,50,70.0,67.11901
2022,3,Participant_38,Male,22,l,full,trapezoid,ierlenmeyer,3,42.0,82.33123
2023,3,Participant_38,Male,22,m,full,trapezoid,ierlenmeyer,11,83.0,75.07541
2024,3,Participant_38,Male,22,s,full,trapezoid,ierlenmeyer,98,61.0,53.005184
2025,3,Participant_38,Male,22,l,half,trapezoid,ierlenmeyer,2,86.0,83.43013
2026,3,Participant_38,Male,22,m,half,trapezoid,ierlenmeyer,6,85.0,82.79455
2027,3,Participant_38,Male,22,s,half,trapezoid,ierlenmeyer,50,57.0,67.87593
2028,3,Participant_38,Male,22,l,full,triangle,ierlenmeyer,4,49.0,48.269012
2029,3,Participant_38,Male,22,m,full,triangle,ierlenmeyer,18,61.0,23.431128
2030,3,Participant_38,Male,22,s,full,triangle,ierlenmeyer,135,70.0,53.18724
2031,3,Participant_38,Male,22,l,half,triangle,ierlenmeyer,2,86.0,82.79288
2032,3,Participant_38,Male,22,m,half,triangle,ierlenmeyer,11,77.0,73.38472
2033,3,Participant_38,Male,22,s,half,triangle,ierlenmeyer,80,67.0,68.55874
2034,3,Participant_38,Male,22,l,full,circle,regular,3,32.0,18.73478
2035,3,Participant_38,Male,22,m,full,circle,regular,13,78.0,60.119522
2036,3,Participant_38,Male,22,s,full,circle,regular,105,48.0,43.991993
2037,3,Participant_38,Male,22,l,half,circle,regular,2,88.0,91.401146
2038,3,Participant_38,Male,22,m,half,circle,regular,8,88.0,79.96939
2039,3,Participant_38,Male,22,s,half,circle,regular,50,60.0,81.4486
2040,3,Participant_38,Male,22,l,full,trapezoid,regular,3,84.0,86.55673
2041,3,Participant_38,Male,22,m,full,trapezoid,regular,11,86.0,61.325226
2042,3,Participant_38,Male,22,s,full,trapezoid,regular,96,64.0,39.843815
2043,3,Participant_38,Male,22,l,half,trapezoid,regular,2,94.0,91.52991
2044,3,Participant_38,Male,22,m,half,trapezoid,regular,7,92.0,78.694496
2045,3,Participant_38,Male,22,s,half,trapezoid,regular,50,87.0,79.817055
2046,3,Participant_38,Male,22,l,full,triangle,regular,4,53.0,30.792068
2047,3,Participant_38,Male,22,m,full,triangle,regular,18,55.0,59.80021
2048,3,Participant_38,Male,22,s,full,triangle,regular,140,90.0,31.709301
2049,3,Participant_38,Male,22,l,half,triangle,regular,2,91.0,90.896545
2050,3,Participant_38,Male,22,m,half,triangle,regular,11,93.0,86.62805
2051,3,Participant_38,Male,22,s,half,triangle,regular,80,88.0,69.03054
2052,3,Participant_39,Male,21,l,full,circle,erlenmeyer,3,101.0,98.696655
2053,3,Participant_39,Male,21,m,full,circle,erlenmeyer,13,11.0,77.76504
2054,3,Participant_39,Male,21,s,full,circle,erlenmeyer,100,26.0,68.34585
2055,3,Participant_39,Male,21,l,half,circle,erlenmeyer,2,101.0,99.71707
2056,3,Participant_39,Male,21,m,half,circle,erlenmeyer,8,101.0,90.62338
2057,3,Participant_39,Male,21,s,half,circle,erlenmeyer,50,61.0,90.018814
2058,3,Participant_39,Male,21,l,full,trapezoid,erlenmeyer,4,101.0,93.50536
2059,3,Participant_39,Male,21,m,full,trapezoid,erlenmeyer,11,101.0,75.612144
2060,3,Participant_39,Male,21,s,full,trapezoid,erlenmeyer,90,41.0,61.0418
2061,3,Participant_39,Male,21,l,half,trapezoid,erlenmeyer,2,101.0,114.135475
2062,3,Participant_39,Male,21,m,half,trapezoid,erlenmeyer,7,101.0,92.33192
2063,3,Participant_39,Male,21,s,half,trapezoid,erlenmeyer,50,60.0,82.66944
2064,3,Participant_39,Male,21,l,full,triangle,erlenmeyer,4,51.0,98.807915
2065,3,Participant_39,Male,21,m,full,triangle,erlenmeyer,18,101.0,88.88692
2066,3,Participant_39,Male,21,s,full,triangle,erlenmeyer,135,101.0,67.62348
2067,3,Participant_39,Male,21,l,half,triangle,erlenmeyer,2,41.0,99.06522
2068,3,Participant_39,Male,21,m,half,triangle,erlenmeyer,11,101.0,73.88716
2069,3,Participant_39,Male,21,s,half,triangle,erlenmeyer,80,101.0,82.86476
2070,3,Participant_39,Male,21,l,full,circle,ierlenmeyer,3,9.0,31.822084
2071,3,Participant_39,Male,21,m,full,circle,ierlenmeyer,13,101.0,53.005753
2072,3,Participant_39,Male,21,s,full,circle,ierlenmeyer,104,101.0,40.126896
2073,3,Participant_39,Male,21,l,half,circle,ierlenmeyer,2,66.0,83.266045
2074,3,Participant_39,Male,21,m,half,circle,ierlenmeyer,8,101.0,77.72165
2075,3,Participant_39,Male,21,s,half,circle,ierlenmeyer,50,21.0,67.11901
2076,3,Participant_39,Male,21,l,full,trapezoid,ierlenmeyer,3,31.0,82.33123
2077,3,Participant_39,Male,21,m,full,trapezoid,ierlenmeyer,11,101.0,75.07541
2078,3,Participant_39,Male,21,s,full,trapezoid,ierlenmeyer,98,6.0,53.005184
2079,3,Participant_39,Male,21,l,half,trapezoid,ierlenmeyer,2,101.0,83.43013
2080,3,Participant_39,Male,21,m,half,trapezoid,ierlenmeyer,6,101.0,82.79455
2081,3,Participant_39,Male,21,s,half,trapezoid,ierlenmeyer,50,51.0,67.87593
2082,3,Participant_39,Male,21,l,full,triangle,ierlenmeyer,4,36.0,48.269012
2083,3,Participant_39,Male,21,m,full,triangle,ierlenmeyer,18,17.0,23.431128
2084,3,Participant_39,Male,21,s,full,triangle,ierlenmeyer,135,101.0,53.18724
2085,3,Participant_39,Male,21,l,half,triangle,ierlenmeyer,2,31.0,82.79288
2086,3,Participant_39,Male,21,m,half,triangle,ierlenmeyer,11,101.0,73.38472
2087,3,Participant_39,Male,21,s,half,triangle,ierlenmeyer,80,31.0,68.55874
2088,3,Participant_39,Male,21,l,full,circle,regular,3,21.0,18.73478
2089,3,Participant_39,Male,21,m,full,circle,regular,13,41.0,60.119522
2090,3,Participant_39,Male,21,s,full,circle,regular,105,26.0,43.991993
2091,3,Participant_39,Male,21,l,half,circle,regular,2,91.0,91.401146
2092,3,Participant_39,Male,21,m,half,circle,regular,8,91.0,79.96939
2093,3,Participant_39,Male,21,s,half,circle,regular,50,51.0,81.4486
2094,3,Participant_39,Male,21,l,full,trapezoid,regular,3,91.0,86.55673
2095,3,Participant_39,Male,21,m,full,trapezoid,regular,11,91.0,61.325226
2096,3,Participant_39,Male,21,s,full,trapezoid,regular,96,20.0,39.843815
2097,3,Participant_39,Male,21,l,half,trapezoid,regular,2,91.0,91.52991
2098,3,Participant_39,Male,21,m,half,trapezoid,regular,7,91.0,78.694496
2099,3,Participant_39,Male,21,s,half,trapezoid,regular,50,31.0,79.817055
2100,3,Participant_39,Male,21,l,full,triangle,regular,4,91.0,30.792068
2101,3,Participant_39,Male,21,m,full,triangle,regular,18,46.0,59.80021
2102,3,Participant_39,Male,21,s,full,triangle,regular,140,26.0,31.709301
2103,3,Participant_39,Male,21,l,half,triangle,regular,2,91.0,90.896545
2104,3,Participant_39,Male,21,m,half,triangle,regular,11,91.0,86.62805
2105,3,Participant_39,Male,21,s,half,triangle,regular,80,46.0,69.03054
2106,3,Participant_40,Female,20,l,full,circle,erlenmeyer,3,40.0,98.696655
2107,3,Participant_40,Female,20,m,full,circle,erlenmeyer,13,27.0,77.76504
2108,3,Participant_40,Female,20,s,full,circle,erlenmeyer,100,48.0,68.34585
2109,3,Participant_40,Female,20,l,half,circle,erlenmeyer,2,99.0,99.71707
2110,3,Participant_40,Female,20,m,half,circle,erlenmeyer,8,90.0,90.62338
2111,3,Participant_40,Female,20,s,half,circle,erlenmeyer,50,59.0,90.018814
2112,3,Participant_40,Female,20,l,full,trapezoid,erlenmeyer,4,31.0,93.50536
2113,3,Participant_40,Female,20,m,full,trapezoid,erlenmeyer,11,38.0,75.612144
